"Country","Confirmed","Deaths","Recovered","Active","Date","Lat","Long"
"Burma",21,1,0,20,2020-04-04,"21.913965","95.956223"
"Burundi",3,0,0,3,2020-04-04,"-3.373056","29.918886"
"Cabo Verde",7,1,0,6,2020-04-04,"16.002082","-24.013197"
"Cambodia",114,0,50,64,2020-04-04,"12.565679","104.990963"
"Cameroon",555,9,17,529,2020-04-04,"7.369722","12.354722"
"Canada",12978,218,2577,10183,2020-04-04,"56.130366","-106.346771"
"Central African Republic",8,0,0,8,2020-04-04,"6.611111","20.939444"
"Chad",9,0,0,9,2020-04-04,"15.454166","18.732207"
"Chile",4161,27,528,3606,2020-04-04,"-35.675147","-71.542969"
"China",82543,3330,76946,2267,2020-04-04,"35.86166","104.195397"
"Colombia",1406,32,85,1289,2020-04-04,"4.570868","-74.297333"
"Congo (Brazzaville)",22,2,2,18,2020-04-04,"-0.228021","15.827659"
"Congo (Kinshasa)",154,18,3,133,2020-04-04,"-4.038333","21.758664"
"Costa Rica",435,2,13,420,2020-04-04,"9.748917","-83.753428"
"Cote d'Ivoire",245,1,25,219,2020-04-04,"7.539989","-5.54708"
"Croatia",1126,12,119,995,2020-04-04,"45.1","15.2"
"Cuba",288,6,15,267,2020-04-04,"21.521757","-77.781167"
"Cyprus",426,11,33,382,2020-04-04,"35.126413","33.429859"
"Czechia",4472,59,78,4335,2020-04-04,"49.817492","15.472962"
"Denmark",4269,161,1379,2729,2020-04-04,"56.26392","9.501785"
"Diamond Princess",712,11,619,82,2020-04-04,"37.749860","-122.597784"
"Djibouti",50,0,8,42,2020-04-04,"11.825138","42.590275"
"Dominica",14,0,0,14,2020-04-04,"15.414999","-61.370976"
"Dominican Republic",1488,68,16,1404,2020-04-04,"18.735693","-70.162651"
"Ecuador",3465,172,100,3193,2020-04-04,"-1.831239","-78.183406"
"Egypt",1070,71,241,758,2020-04-04,"26.820553","30.802498"
"El Salvador",56,3,2,51,2020-04-04,"13.794185","-88.89653"
"Equatorial Guinea",16,0,1,15,2020-04-04,"1.650801","10.267895"
"Eritrea",29,0,0,29,2020-04-04,"15.179384","39.782334"
"Estonia",1039,13,59,967,2020-04-04,"58.595272","25.013607"
"Eswatini",9,0,0,9,2020-04-04,"-26.522503","31.465866"
"Ethiopia",38,0,4,34,2020-04-04,"9.145","40.489673"
"Fiji",12,0,0,12,2020-04-04,"-16.578193","179.414413"
"Finland",1882,25,300,1557,2020-04-04,"61.92411","25.748151"
"France",90848,7574,15572,67702,2020-04-04,"46.227638","2.213749"
"Gabon",21,1,1,19,2020-04-04,"-0.803689","11.609444"
"Gambia",4,1,2,1,2020-04-04,"13.443182","-15.310139"
"Georgia",162,1,36,125,2020-04-04,"42.315407","43.356892"
"Germany",96092,1444,26400,68248,2020-04-04,"51.165691","10.451526"
"Ghana",205,5,31,169,2020-04-04,"7.946527","-1.023194"
"Greece",1673,68,78,1527,2020-04-04,"39.074208","21.824312"
"Grenada",12,0,0,12,2020-04-04,"12.262776","-61.604171"
"Guatemala",61,2,15,44,2020-04-04,"15.783471","-90.230759"
"Guinea",111,0,5,106,2020-04-04,"9.945587","-9.696645"
"Guinea-Bissau",18,0,0,18,2020-04-04,"11.803749","-15.180413"
"Guyana",23,4,0,19,2020-04-04,"4.860416","-58.93018"
"Haiti",20,0,1,19,2020-04-04,"18.971187","-72.285215"
"Holy See",7,0,0,7,2020-04-04,"41.902916","12.453389"
"Honduras",264,15,3,246,2020-04-04,"15.199999","-86.241905"
"Hungary",678,32,58,588,2020-04-04,"47.162494","19.503304"
"Iceland",1417,4,396,1017,2020-04-04,"64.963051","-19.020835"
"India",3082,86,229,2767,2020-04-04,"20.593684","78.96288"
"Indonesia",2092,191,150,1751,2020-04-04,"-0.789275","113.921327"
"Iran",55743,3452,19736,32555,2020-04-04,"32.427908","53.688046"
"Iraq",878,56,259,563,2020-04-04,"33.223191","43.679291"
"Ireland",4604,137,25,4442,2020-04-04,"53.41291","-8.24389"
"Israel",7851,44,427,7380,2020-04-04,"31.046051","34.851612"
"Italy",124632,15362,20996,88274,2020-04-04,"41.87194","12.56738"
"Jamaica",53,3,7,43,2020-04-04,"18.109581","-77.297508"
"Japan",3139,77,514,2548,2020-04-04,"36.204824","138.252924"
"Jordan",323,5,74,244,2020-04-04,"30.585164","36.238414"
"Kazakhstan",531,5,36,490,2020-04-04,"48.019573","66.923684"
"Kenya",126,4,4,118,2020-04-04,"-0.023559","37.906193"
"Korea, South",10156,177,6325,3654,2020-04-04,"35.907757","127.766922"
"Kosovo",135,1,16,118,2020-04-04,"42.602636","20.902977"
"Kuwait",479,1,93,385,2020-04-04,"29.31166","47.481766"
"Kyrgyzstan",144,1,9,134,2020-04-04,"41.20438","74.766098"
"Laos",10,0,0,10,2020-04-04,"19.85627","102.495496"
"Latvia",509,1,1,507,2020-04-04,"56.879635","24.603189"
"Lebanon",520,17,54,449,2020-04-04,"33.854721","35.862285"
"Liberia",10,1,3,6,2020-04-04,"6.428055","-9.429499"
"Libya",18,1,0,17,2020-04-04,"26.3351","17.228331"
"Liechtenstein",77,1,0,76,2020-04-04,"47.166","9.555373"
"Lithuania",771,11,7,753,2020-04-04,"55.169438","23.881275"
"Luxembourg",2729,31,500,2198,2020-04-04,"49.815273","6.129583"
"Madagascar",70,0,0,70,2020-04-04,"-18.766947","46.869107"
"Malawi",4,0,0,4,2020-04-04,"-13.254308","34.301525"
"Malawi",4,0,0,4,2020-04-04,"-13.254308","34.301525"
"Malaysia",3483,57,915,2511,2020-04-04,"4.210484","101.975766"
"Maldives",19,0,13,6,2020-04-04,"3.202778","73.22068"
"Mali",41,3,1,37,2020-04-04,"17.570692","-3.996166"
"Malta",213,0,2,211,2020-04-04,"35.937496","14.375416"
"Mauritania",6,1,2,3,2020-04-04,"21.00789","-10.940835"
"Mauritius",196,7,7,182,2020-04-04,"-20.348404","57.552152"
"Mexico",1688,60,633,995,2020-04-04,"23.634501","-102.552784"
"Moldova",752,12,29,711,2020-04-04,"47.411631","28.369885"
"Monaco",66,1,3,62,2020-04-04,"43.750298","7.412841"
"Mongolia",14,0,2,12,2020-04-04,"46.862496","103.846656"
"Montenegro",201,2,1,198,2020-04-04,"42.708678","19.37439"
"Morocco",919,59,66,794,2020-04-04,"31.791702","-7.09262"
"Mozambique",10,0,1,9,2020-04-04,"-18.665695","35.529562"
"MS Zaandam",9,2,0,7,2020-04-04,"52.442039","4.829199"
"Namibia",14,0,3,11,2020-04-04,"-22.95764","18.49041"
"Nepal",9,0,1,8,2020-04-04,"28.394857","84.124008"
"Netherlands",16727,1656,262,14809,2020-04-04,"52.132633","5.291266"
"New Zealand",950,1,127,822,2020-04-04,"-40.900557","174.885971"
"Nicaragua",5,1,0,4,2020-04-04,"12.865416","-85.207229"
"Niger",144,8,0,136,2020-04-04,"17.607789","8.081666"
"Nigeria",214,4,25,185,2020-04-04,"9.081999","8.675277"
"North Macedonia",483,17,20,446,2020-04-04,"41.608635","21.745275"
"Norway",5550,62,32,5456,2020-04-04,"60.472024","8.468946"
"Oman",277,2,61,214,2020-04-04,"21.512583","55.923255"
"Pakistan",2818,41,131,2646,2020-04-04,"30.375321","69.345116"
"Panama",1673,41,13,1619,2020-04-04,"8.537981","-80.782127"
"Papua New Guinea",1,0,0,1,2020-04-04,"-6.314993","143.95555"
"Paraguay",96,3,12,81,2020-04-04,"-23.442503","-58.443832"
"Peru",1746,73,914,759,2020-04-04,"-9.189967","-75.015152"
"Philippines",3094,144,57,2893,2020-04-04,"12.879721","121.774017"
"Poland",3627,79,116,3432,2020-04-04,"51.919438","19.145136"
"Portugal",10524,266,75,10183,2020-04-04,"39.399872","-8.224454"
"Qatar",1325,3,109,1213,2020-04-04,"25.354826","51.183884"
"Romania",3613,146,329,3138,2020-04-04,"45.943161","24.96676"
"Russia",4731,43,333,4355,2020-04-04,"61.52401","105.318756"
"Rwanda",102,0,0,102,2020-04-04,"-1.940278","29.873888"
"Saint Kitts and Nevis",9,0,0,9,2020-04-04,"17.357822","-62.782998"
"Saint Lucia",14,0,1,13,2020-04-04,"13.909444","-60.978893"
"Saint Vincent and the Grenadines",7,0,1,6,2020-04-04,"12.984305","-61.287228"
"San Marino",259,32,27,200,2020-04-04,"43.94236","12.457777"
"Saudi Arabia",2179,29,420,1730,2020-04-04,"23.885942","45.079162"
"Senegal",219,2,72,145,2020-04-04,"14.497401","-14.452362"
"Serbia",1624,44,0,1580,2020-04-04,"44.016521","21.005859"
"Seychelles",10,0,0,10,2020-04-04,"-4.679574","55.491977"
"Sierra Leone",4,0,0,4,2020-04-04,"8.460555","-11.779889"
"Singapore",1189,6,297,886,2020-04-04,"1.352083","103.819836"
"Slovakia",471,1,10,460,2020-04-04,"48.669026","19.699024"
"Slovenia",977,22,79,876,2020-04-04,"46.151241","14.995463"
"Somalia",7,0,1,6,2020-04-04,"5.152149","46.199616"
"South Africa",1585,9,95,1481,2020-04-04,"-30.559482","22.937506"
"Spain",126168,11947,34219,80002,2020-04-04,"40.463667","-3.74922"
"Sri Lanka",166,5,27,134,2020-04-04,"7.873054","80.771797"
"Sudan",10,2,2,6,2020-04-04,"12.862807","30.217636"
"Suriname",10,1,0,9,2020-04-04,"3.919305","-56.027783"
"Sweden",6443,373,205,5865,2020-04-04,"60.128161","18.643501"
"Switzerland",20505,666,6415,13424,2020-04-04,"46.818188","8.227512"
"Syria",16,2,2,12,2020-04-04,"34.802075","38.996815"
"Taiwan*",355,5,50,300,2020-04-04,"23.69781","120.960515"
"Tanzania",20,1,3,16,2020-04-04,"-6.369028","34.888822"
"Thailand",2067,20,674,1373,2020-04-04,"15.870032","100.992541"
"Timor-Leste",1,0,0,1,2020-04-04,"-8.874217","125.727539"
"Togo",41,3,17,21,2020-04-04,"8.619543","0.824782"
"Trinidad and Tobago",103,6,1,96,2020-04-04,"10.691803","-61.222503"
"Tunisia",553,18,5,530,2020-04-04,"33.886917","9.537499"
"Turkey",23934,501,786,22647,2020-04-04,"38.963745","35.243322"
"Uganda",48,0,0,48,2020-04-04,"1.373333","32.290275"
"Ukraine",1225,32,25,1168,2020-04-04,"48.379433","31.16558"
"United Arab Emirates",1505,10,125,1370,2020-04-04,"23.424076","53.847818"
"United Kingdom",42477,4320,215,37942,2020-04-04,"55.378051","-3.435973"
"Uruguay",400,5,93,302,2020-04-04,"-32.522779","-55.765835"
"US",308850,8407,14652,285791,2020-04-04,"37.09024","-95.712891"
"Uzbekistan",266,2,25,239,2020-04-04,"41.377491","64.585262"
"Venezuela",155,7,52,96,2020-04-04,"6.42375","-66.58973"
"Vietnam",240,0,90,150,2020-04-04,"14.058324","108.277199"
"West Bank and Gaza",217,1,21,195,2020-04-04,"31.952162","35.233154"
"Zambia",39,1,2,36,2020-04-04,"-13.133897","27.849332"
"Zimbabwe",9,1,0,8,2020-04-04,"-19.015438","29.154857"
"Afghanistan",281,6,10,265,2020-04-03,"33.93911","67.709953"
"Albania",304,17,89,198,2020-04-03,"41.153332","20.168331"
"Algeria",1171,105,62,1004,2020-04-03,"28.033886","1.659626"
"Andorra",439,16,16,407,2020-04-03,"42.546245","1.601554"
"Angola",8,2,1,5,2020-04-03,"-11.202692","17.873887"
"Antigua and Barbuda",15,0,0,15,2020-04-03,"17.060816","-61.796428"
"Argentina",1265,39,266,960,2020-04-03,"-38.416097","-63.616672"
"Armenia",736,7,43,686,2020-04-03,"40.069099","45.038189"
"Australia",5330,28,649,4653,2020-04-03,"-25.274398","133.775136"
"Austria",11524,168,2022,9334,2020-04-03,"47.516231","14.550072"
"Azerbaijan",443,5,32,406,2020-04-03,"40.143105","47.576927"
"Bahamas",24,1,1,22,2020-04-03,"25.03428","-77.39628"
"Bahrain",672,4,382,286,2020-04-03,"25.930414","50.637772"
"Bangladesh",61,6,26,29,2020-04-03,"23.684994","90.356331"
"Barbados",51,0,0,51,2020-04-03,"13.193887","-59.543198"
"Belarus",351,4,53,294,2020-04-03,"53.709807","27.953389"
"Belgium",16770,1143,2872,12755,2020-04-03,"50.503887","4.469936"
"Belize",4,0,0,4,2020-04-03,"17.189877","-88.49765"
"Benin",16,0,2,14,2020-04-03,"9.30769","2.315834"
"Bhutan",5,0,2,3,2020-04-03,"27.514162","90.433601"
"Bolivia",132,9,1,122,2020-04-03,"-16.290154","-63.588653"
"Bosnia and Herzegovina",579,17,27,535,2020-04-03,"43.915886","17.679076"
"Botswana",4,1,0,3,2020-04-03,"-22.328474","24.684866"
"Brazil",9056,359,127,8570,2020-04-03,"-14.235004","-51.92528"
"Brunei",134,1,65,68,2020-04-03,"4.535277","114.727669"
"Bulgaria",485,14,30,441,2020-04-03,"42.733883","25.48583"
"Burkina Faso",302,16,50,236,2020-04-03,"12.238333","-1.561593"
"Burma",20,1,0,19,2020-04-03,"21.913965","95.956223"
"Burundi",3,0,0,3,2020-04-03,"-3.373056","29.918886"
"Cabo Verde",6,1,0,5,2020-04-03,"16.002082","-24.013197"
"Cambodia",114,0,35,79,2020-04-03,"12.565679","104.990963"
"Cameroon",509,8,17,484,2020-04-03,"7.369722","12.354722"
"Canada",12437,179,2175,10083,2020-04-03,"56.130366","-106.346771"
"Central African Republic",8,0,0,8,2020-04-03,"6.611111","20.939444"
"Chad",8,0,0,8,2020-04-03,"15.454166","18.732207"
"Chile",3737,22,427,3288,2020-04-03,"-35.675147","-71.542969"
"China",82511,3326,76760,2425,2020-04-03,"35.86166","104.195397"
"Colombia",1267,25,55,1187,2020-04-03,"4.570868","-74.297333"
"Congo (Brazzaville)",22,2,2,18,2020-04-03,"-0.228021","15.827659"
"Congo (Kinshasa)",134,13,3,118,2020-04-03,"-4.038333","21.758664"
"Costa Rica",416,2,11,403,2020-04-03,"9.748917","-83.753428"
"Cote d'Ivoire",218,1,19,198,2020-04-03,"7.539989","-5.54708"
"Croatia",1079,8,92,979,2020-04-03,"45.1","15.2"
"Cuba",269,6,15,248,2020-04-03,"21.521757","-77.781167"
"Cyprus",396,11,28,357,2020-04-03,"35.126413","33.429859"
"Czechia",4091,53,72,3966,2020-04-03,"49.817492","15.472962"
"Denmark",3946,139,1287,2520,2020-04-03,"56.26392","9.501785"
"Diamond Princess",712,11,619,82,2020-04-03,"37.749860","-122.597784"
"Djibouti",49,0,8,41,2020-04-03,"11.825138","42.590275"
"Dominica",12,0,0,12,2020-04-03,"15.414999","-61.370976"
"Dominican Republic",1488,68,16,1404,2020-04-03,"18.735693","-70.162651"
"Ecuador",3368,145,65,3158,2020-04-03,"-1.831239","-78.183406"
"Egypt",985,66,216,703,2020-04-03,"26.820553","30.802498"
"El Salvador",46,2,0,44,2020-04-03,"13.794185","-88.89653"
"Equatorial Guinea",16,0,1,15,2020-04-03,"1.650801","10.267895"
"Eritrea",22,0,0,22,2020-04-03,"15.179384","39.782334"
"Estonia",961,12,48,901,2020-04-03,"58.595272","25.013607"
"Eswatini",9,0,0,9,2020-04-03,"-26.522503","31.465866"
"Ethiopia",35,0,3,32,2020-04-03,"9.145","40.489673"
"Fiji",7,0,0,7,2020-04-03,"-16.578193","179.414413"
"Finland",1615,20,300,1295,2020-04-03,"61.92411","25.748151"
"France",65202,6520,14135,44547,2020-04-03,"46.227638","2.213749"
"Gabon",21,1,1,19,2020-04-03,"-0.803689","11.609444"
"Gambia",4,1,2,1,2020-04-03,"13.443182","-15.310139"
"Georgia",155,0,28,127,2020-04-03,"42.315407","43.356892"
"Germany",91159,1275,24575,65309,2020-04-03,"51.165691","10.451526"
"Ghana",205,5,31,169,2020-04-03,"7.946527","-1.023194"
"Greece",1613,63,78,1472,2020-04-03,"39.074208","21.824312"
"Grenada",12,0,0,12,2020-04-03,"12.262776","-61.604171"
"Guatemala",50,1,12,37,2020-04-03,"15.783471","-90.230759"
"Guinea",73,0,2,71,2020-04-03,"9.945587","-9.696645"
"Guinea-Bissau",15,0,0,15,2020-04-03,"11.803749","-15.180413"
"Guyana",23,4,0,19,2020-04-03,"4.860416","-58.93018"
"Haiti",18,0,1,17,2020-04-03,"18.971187","-72.285215"
"Holy See",7,0,0,7,2020-04-03,"41.902916","12.453389"
"Honduras",222,15,3,204,2020-04-03,"15.199999","-86.241905"
"Hungary",623,26,43,554,2020-04-03,"47.162494","19.503304"
"Iceland",1364,4,309,1051,2020-04-03,"64.963051","-19.020835"
"India",2567,72,192,2303,2020-04-03,"20.593684","78.96288"
"Indonesia",1986,181,134,1671,2020-04-03,"-0.789275","113.921327"
"Iran",53183,3294,17935,31954,2020-04-03,"32.427908","53.688046"
"Iraq",820,54,226,540,2020-04-03,"33.223191","43.679291"
"Ireland",4273,120,5,4148,2020-04-03,"53.41291","-8.24389"
"Israel",7428,40,403,6985,2020-04-03,"31.046051","34.851612"
"Italy",119827,14681,19758,85388,2020-04-03,"41.87194","12.56738"
"Jamaica",47,3,2,42,2020-04-03,"18.109581","-77.297508"
"Japan",2617,63,514,2040,2020-04-03,"36.204824","138.252924"
"Jordan",310,5,58,247,2020-04-03,"30.585164","36.238414"
"Kazakhstan",464,6,29,429,2020-04-03,"48.019573","66.923684"
"Kenya",122,4,4,114,2020-04-03,"-0.023559","37.906193"
"Korea, South",10062,174,6021,3867,2020-04-03,"35.907757","127.766922"
"Kosovo",126,1,10,115,2020-04-03,"42.602636","20.902977"
"Kuwait",417,0,82,335,2020-04-03,"29.31166","47.481766"
"Kyrgyzstan",130,1,6,123,2020-04-03,"41.20438","74.766098"
"Laos",10,0,0,10,2020-04-03,"19.85627","102.495496"
"Latvia",493,1,1,491,2020-04-03,"56.879635","24.603189"
"Lebanon",508,17,50,441,2020-04-03,"33.854721","35.862285"
"Liberia",7,0,0,7,2020-04-03,"6.428055","-9.429499"
"Libya",11,1,0,10,2020-04-03,"26.3351","17.228331"
"Liechtenstein",75,0,0,75,2020-04-03,"47.166","9.555373"
"Lithuania",696,9,7,680,2020-04-03,"55.169438","23.881275"
"Luxembourg",2612,31,500,2081,2020-04-03,"49.815273","6.129583"
"Madagascar",70,0,0,70,2020-04-03,"-18.766947","46.869107"
"Malawi",3,0,0,3,2020-04-03,"-13.254308","34.301525"
"Malawi",3,0,0,3,2020-04-03,"-13.254308","34.301525"
"Malaysia",3333,53,827,2453,2020-04-03,"4.210484","101.975766"
"Maldives",19,0,13,6,2020-04-03,"3.202778","73.22068"
"Mali",39,3,0,36,2020-04-03,"17.570692","-3.996166"
"Malta",202,0,2,200,2020-04-03,"35.937496","14.375416"
"Mauritania",6,1,2,3,2020-04-03,"21.00789","-10.940835"
"Mauritius",186,7,0,179,2020-04-03,"-20.348404","57.552152"
"Mexico",1510,50,633,827,2020-04-03,"23.634501","-102.552784"
"Moldova",591,8,26,557,2020-04-03,"47.411631","28.369885"
"Monaco",64,1,3,60,2020-04-03,"43.750298","7.412841"
"Mongolia",14,0,2,12,2020-04-03,"46.862496","103.846656"
"Montenegro",174,2,1,171,2020-04-03,"42.708678","19.37439"
"Morocco",791,48,57,686,2020-04-03,"31.791702","-7.09262"
"Mozambique",10,0,0,10,2020-04-03,"-18.665695","35.529562"
"MS Zaandam",9,2,0,7,2020-04-03,"52.442039","4.829199"
"Namibia",14,0,3,11,2020-04-03,"-22.95764","18.49041"
"Nepal",6,0,1,5,2020-04-03,"28.394857","84.124008"
"Netherlands",15821,1490,260,14071,2020-04-03,"52.132633","5.291266"
"New Zealand",868,1,103,764,2020-04-03,"-40.900557","174.885971"
"Nicaragua",5,1,0,4,2020-04-03,"12.865416","-85.207229"
"Niger",120,5,0,115,2020-04-03,"17.607789","8.081666"
"Nigeria",210,4,25,181,2020-04-03,"9.081999","8.675277"
"North Macedonia",430,12,20,398,2020-04-03,"41.608635","21.745275"
"Norway",5370,59,32,5279,2020-04-03,"60.472024","8.468946"
"Oman",252,1,57,194,2020-04-03,"21.512583","55.923255"
"Pakistan",2686,40,126,2520,2020-04-03,"30.375321","69.345116"
"Panama",1475,37,10,1428,2020-04-03,"8.537981","-80.782127"
"Papua New Guinea",1,0,0,1,2020-04-03,"-6.314993","143.95555"
"Paraguay",92,3,6,83,2020-04-03,"-23.442503","-58.443832"
"Peru",1595,61,537,997,2020-04-03,"-9.189967","-75.015152"
"Philippines",3018,136,52,2830,2020-04-03,"12.879721","121.774017"
"Poland",3383,71,56,3256,2020-04-03,"51.919438","19.145136"
"Portugal",9886,246,68,9572,2020-04-03,"39.399872","-8.224454"
"Qatar",1075,3,93,979,2020-04-03,"25.354826","51.183884"
"Romania",3183,133,283,2767,2020-04-03,"45.943161","24.96676"
"Russia",4149,34,281,3834,2020-04-03,"61.52401","105.318756"
"Rwanda",89,0,0,89,2020-04-03,"-1.940278","29.873888"
"Saint Kitts and Nevis",9,0,0,9,2020-04-03,"17.357822","-62.782998"
"Saint Lucia",13,0,1,12,2020-04-03,"13.909444","-60.978893"
"Saint Vincent and the Grenadines",3,0,1,2,2020-04-03,"12.984305","-61.287228"
"San Marino",245,30,21,194,2020-04-03,"43.94236","12.457777"
"Saudi Arabia",2039,25,351,1663,2020-04-03,"23.885942","45.079162"
"Senegal",207,1,66,140,2020-04-03,"14.497401","-14.452362"
"Serbia",1476,39,0,1437,2020-04-03,"44.016521","21.005859"
"Seychelles",10,0,0,10,2020-04-03,"-4.679574","55.491977"
"Sierra Leone",2,0,0,2,2020-04-03,"8.460555","-11.779889"
"Singapore",1114,5,282,827,2020-04-03,"1.352083","103.819836"
"Slovakia",450,1,10,439,2020-04-03,"48.669026","19.699024"
"Slovenia",934,20,70,844,2020-04-03,"46.151241","14.995463"
"Somalia",7,0,1,6,2020-04-03,"5.152149","46.199616"
"South Africa",1505,9,95,1401,2020-04-03,"-30.559482","22.937506"
"Spain",119199,11198,30513,77488,2020-04-03,"40.463667","-3.74922"
"Sri Lanka",159,4,24,131,2020-04-03,"7.873054","80.771797"
"Sudan",10,2,2,6,2020-04-03,"12.862807","30.217636"
"Suriname",10,1,0,9,2020-04-03,"3.919305","-56.027783"
"Sweden",6131,358,205,5568,2020-04-03,"60.128161","18.643501"
"Switzerland",19606,591,4846,14169,2020-04-03,"46.818188","8.227512"
"Syria",16,2,0,14,2020-04-03,"34.802075","38.996815"
"Taiwan*",348,5,50,293,2020-04-03,"23.69781","120.960515"
"Tanzania",20,1,3,16,2020-04-03,"-6.369028","34.888822"
"Thailand",1978,19,612,1347,2020-04-03,"15.870032","100.992541"
"Timor-Leste",1,0,0,1,2020-04-03,"-8.874217","125.727539"
"Togo",40,3,17,20,2020-04-03,"8.619543","0.824782"
"Trinidad and Tobago",98,6,1,91,2020-04-03,"10.691803","-61.222503"
"Tunisia",495,18,5,472,2020-04-03,"33.886917","9.537499"
"Turkey",20921,425,484,20012,2020-04-03,"38.963745","35.243322"
"Uganda",48,0,0,48,2020-04-03,"1.373333","32.290275"
"Ukraine",1072,27,22,1023,2020-04-03,"48.379433","31.16558"
"United Arab Emirates",1264,9,108,1147,2020-04-03,"23.424076","53.847818"
"United Kingdom",38689,3611,208,34870,2020-04-03,"55.378051","-3.435973"
"Uruguay",369,4,68,297,2020-04-03,"-32.522779","-55.765835"
"US",275586,7087,9707,258792,2020-04-03,"37.09024","-95.712891"
"Uzbekistan",227,2,25,200,2020-04-03,"41.377491","64.585262"
"Venezuela",153,7,52,94,2020-04-03,"6.42375","-66.58973"
"Vietnam",237,0,85,152,2020-04-03,"14.058324","108.277199"
"West Bank and Gaza",194,1,21,172,2020-04-03,"31.952162","35.233154"
"Zambia",39,1,2,36,2020-04-03,"-13.133897","27.849332"
"Zimbabwe",9,1,0,8,2020-04-03,"-19.015438","29.154857"
"Afghanistan",273,6,10,257,2020-04-02,"33.93911","67.709953"
"Albania",277,16,76,185,2020-04-02,"41.153332","20.168331"
"Algeria",986,86,61,839,2020-04-02,"28.033886","1.659626"
"Andorra",428,15,10,403,2020-04-02,"42.546245","1.601554"
"Angola",8,2,1,5,2020-04-02,"-11.202692","17.873887"
"Antigua and Barbuda",9,0,0,9,2020-04-02,"17.060816","-61.796428"
"Argentina",1133,36,256,841,2020-04-02,"-38.416097","-63.616672"
